timestamp,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
1683539495.40249920,8587397,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.022342408075928688
1683539495.40499806,8589896,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.022283034399151802
1683539495.40749717,8592395,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.022223560139536858
1683539495.40999603,8594894,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.022163983434438705
1683539495.41249514,8597393,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021984709426760674
1683539495.41499400,8599892,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.02192475087940693
1683539495.41749310,8602391,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021864689886569977
1683539495.41999221,8604890,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.02180452086031437
1683539495.42249107,8607389,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021744247525930405
1683539495.42499018,8609888,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021571336314082146
1683539495.42748904,8612387,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021510694175958633
1683539495.42998815,8614886,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021449964493513107
1683539495.43248701,8617385,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021389150992035866
1683539495.43498611,8619884,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021328238770365715
1683539495.43748522,8622383,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.021161513403058052
1683539495.43998408,8624882,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.0211002416908741
1683539495.44248319,8627381,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.02103886753320694
1683539495.44498205,8629880,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.02097739651799202
1683539495.44748116,8632379,-35.362938,149.165085,584.0899658203125,-0.027370285242795944,-0.02091582864522934
